index	label	sentence	pos	v_index	definition
20	0	The FBI immediately lent Mr. Pelleu$ 3, 800, and arranged to tape several phone conversations he had with Mr. Sanders about the ring	VERB	3	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
21	0	In the weeks that followed, South Korean television sets, Taiwanese cassette players and imported clothes flooded shop windows -- apparently the harvest of a new policy that allows businessmen to import goods with foreign currency held abroad	VERB	15	To overflow, as by water from excessive rainfall.
22	0	The explanation seems to be that Mr. Linh, though born in the north, spent most of his life in the south, where capitalism flourished until the Communists took over in 1975	VERB	23	To thrive or grow well.
23	0	Richard DeVane, president of the company's fossil systems business, said it appears that oxygen in the fresh air combined with either sulfur, zinc or chloride to produce an oxide that ate away the boiler wall's iron- oxide protective coating	VERB	30	To ingest; to be ingested.
24	0	It seems that Mr. Jackson escapes the media's searching questions of experience, public policy and character that other candidates are subjected to because of the delicate racial issue	VERB	5	To get free; to free oneself.
25	1	The date would give two breweries, which now produce beer for export only, time to step up production, the bill said	VERB	15	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
26	0	Lawn mowers on display ranged from a$ 5, 000 riding version with four- wheel steering from Swedish maker Husqvarna to a humble$ 69 push mower made by American Lawn Mowers of Shelbyville, Ind	VERB	9	To free  from a hindrance or annoyance.
27	1	The moles were just doing what comes naturally, planting a micromanagement time bomb in another massive piece of legislation	VERB	8	To place  in soil or other substrate in order that it may live and grow.
28	0	The Nihon Keizai Shimbun, Japan's leading business daily, reports that U.S. companies take an average of six months to a year to fill orders for Japanese buyers	VERB	22	To occupy fully, to take up all of.
29	1	Bush and Dukakis should be asked to clarify where they stand on this important distinction, for it's clear that the real work of fixing the schools will fall to local politicians and school boards	VERB	23	To attach; to affix; to hold in place or at a particular time.
30	0	In case you missed it, this low- budget exploitation flick is one of the record 263 films that qualify for Academy Award nominations by virtue of the fact that they opened in 1987 and played for at least a week in Los Angeles	VERB	3	To fail to hit.
31	0	If Intelsat Director General Dean Burch can't strike a deal with Ford Aerospace and its major partners, Alcatel Espace of France and Mitsubishi Electric Co. of Japan, he will negotiate with a French aerospace company, Matra, an Intelsat spokesman said	VERB	7	To delete or cross out; to scratch or eliminate.
32	0	More recently, Pablo Casals's widow lent him her husband's precious Goffriller cello for two years and the teen- ager played chamber music at Carnegie Hall with Isaac Stern, Yo- Yo Ma and other luminaries	VERB	5	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
33	1	"Today's slogan: "" The fever of war will not cool down while -LRB- Iraqi President -RRB- Saddam Hussein is in power.'"	VERB	9	To lose heat, to get colder.
34	0	Leasing defers more of the profit from filled orders to the future, he said	VERB	7	To occupy fully, to take up all of.
35	0	Never mind that, with the weight of America's expectations riding on his mere four years' pro experience, he made crucial errors in the big game last year	VERB	7	america
36	0	Mr. Groner touches down at the Orlando airport at 5:54 a.m., and a dumpster- size container carrying our package is rolled onto a truck bound for a sorting center in Longwood, Fla	VERB	2	Primarily physical senses.
37	1	But then, when they sleep together for the first time, he wakes up in the morning with her lying next to him and he knows something strange is happening to him	VERB	4	To rest in a state of reduced consciousness.
38	1	' If it's successful, we'll roll out the concept elsewhere, ' said Craig Kirsch, General Nutrition's chief financial officer	VERB	5	To cause to revolve by turning over and over; to move by turning on an axis; to impel forward by causing to turn over and over on a supporting surface.
39	0	As late as Wednesday night, jets carrying signatures were still touching down at the airport in Brasilia, and motorcades were flowing into town	VERB	10	Primarily physical senses.
40	1	At Bobby's house she is forthright in saying she wants to sleep with him; why is she then accused of being devious	VERB	11	To rest in a state of reduced consciousness.
41	0	Although the office towers filled up quickly -LRB- they're still 96% occupied -RRB-, the tony stores -- including Cartier and Mark Cross -- foundered	VERB	4	To occupy fully, to take up all of.
42	1	Long renowned with East Germany for its relatively respectable economic performance, Czechoslovakia has lately been displaying worrying symptoms of the ills that have, in fact, long been eating away at its core	VERB	27	To ingest; to be ingested.
43	0	Despite the potential drawbacks, the networks are plowing ahead	VERB	7	Alternative spelling of plough
44	1	Mr. Syiem says there are times when it rains heavily, day and night, for two weeks running	VERB	8	To have rain fall from the sky.
45	1	The beef market also has kicked up despite increased slaughterings of cattle that were expected to hold prices down	VERB	5	To strike or hit with the foot or other extremity of the leg.
46	1	The insurance industry, facing mounting competition on several fronts, is undergoing a personnel and cost retrenchment such as those that have struck the securities and banking industries	VERB	21	To delete or cross out; to scratch or eliminate.
47	1	The Tokyo Stock Exchange has twice this year raised margin requirements in an effort to cool the Tokyo market's sharp rally, but share prices have continued upward as the moves were widely viewed as, if anything, healthy and reassuring	VERB	15	To lose heat, to get colder.
48	1	Sometimes it stumbled	VERB	2	To trip or fall; to walk clumsily.
49	1	The new Clore- backed directors viewed their counterparts as stodgy pillars of the San Francisco establishment who failed to grasp KaiserTech's financial quandary	VERB	19	To grip; to take hold, particularly with the hand.
50	0	Mr. Parkin says that in 1982, he lent$ 13, 000 to Mr. Cohen, the Air Force official responsible for tactical air systems and a close friend of Mr. Galvin	VERB	7	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
51	1	Mostly, though, her technique rests on a meticulous sifting of every shred of testimony, searching for inconsistencies that may buy her client a better verdict	VERB	4	To cease from action, motion, work, or performance of any kind; stop; desist; be without motion.
52	0	Despite the problem, the Daedalus is almost ready for its main mission: a recreation this spring of the flight of the mythological Greek inventor Daedalus, who escaped from prison on the island of Crete by making wax- and- feather wings and flying 70 miles to the mainland of Greece	VERB	26	To get free; to free oneself.
53	0	Nearly all of this growth is in the developing countries of Africa, Asia and Latin America, which are least capable of absorbing it, the report said	VERB	21	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
54	1	They poured gasoline over the pile and set it on fire	VERB	1	To cause  to flow in a stream, either out of a container or into it.
55	1	EMPLOYEE LEASING was supposed to be killed, or at least maimed, by the Tax Reform Act of 1986	VERB	6	To put to death; to extinguish the life of.
56	1	Kubota Ltd., for example, has poured about$ 75 million into some of Silicon Valley's hottest companies, including MIPS Computer Systems and Ardent Computer	VERB	5	To cause  to flow in a stream, either out of a container or into it.
57	0	' Money does tend to flow into the best- performing funds rather than the bottom funds that are poised for recovery, ' says Fidelity's Mr. Litvack	VERB	5	To move as a fluid from one position to another.
58	1	Soon it grew to include all sorts of folks: fashion fiends with shaved heads and leather jackets, artsy egghead New Wave types with angular guitars -LRB- Blondie, Television, Talking Heads -RRB- -- and especially bored teens with big boots who liked to get tanked up on cheap beer and kick the stuffings out of people who didn't agree with their neo- Nazi views	VERB	49	To strike or hit with the foot or other extremity of the leg.
59	0	"If the "" done deal "" is undone by one of the regulatory bodies, he expects back- up bidders to move in and has targeted a worstcase price of$ 22 a share"	VERB	24	To aim something, especially a weapon, at .
60	0	Indeed, thanks to a well- oiled political machine and skilled manipulation of Panamanian nationalism and class rivalries, Gen. Noriega may well remain in charge for months, even under withering pressure from the U.S	VERB	28	To shrivel, droop or dry up, especially from lack of water.
61	0	In the Challenger accident, hot gases escaping through motor seals ignited the shuttle's external fuel tank	VERB	6	To get free; to free oneself.
62	0	The chief substitutes will likely be variations on this chemical structure but with less chlorine, the element thought to destroy atmospheric ozone	VERB	19	To damage beyond use or repair.
63	0	The missiles, which only on rare occasions are pointed skyward, rest obscurely behind a wire fence at the western edge of town	VERB	10	To cease from action, motion, work, or performance of any kind; stop; desist; be without motion.
64	1	Friends say a 1975 auto crash that killed his wife and two children pushed Mr. Kiley deeper into his work and seared new priorities into his management approach	VERB	7	To put to death; to extinguish the life of.
65	1	Many American industries suffer a comparative wage disadvantage vs. foreign competitors, but this single factor is hardly prima facie evidence that such companies should roll over and play dead	VERB	24	To cause to revolve by turning over and over; to move by turning on an axis; to impel forward by causing to turn over and over on a supporting surface.
66	0	One person was killed -- an engineer on one of the trains	VERB	3	To put to death; to extinguish the life of.
67	0	In spite of her wifely obligations -LRB- which ceased upon her official separation from Teddy in 1911, followed by divorce -RRB-, her wealth and social standing allowed her to go where she pleased, read what she liked, and enjoy all she could absorb of a world that seemed to her to overflow with richness and beauty	VERB	42	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
68	0	' Wall Street has missed how valuable brands really are and how much growth they can give you, ' says Ms. Page of Bear Stearns	VERB	4	To fail to hit.
69	0	"Lazuli, an itinerant peddler, who stumbles into the kingdom singing one of the prettiest tunes ever composed for any operetta, "" My little star, "" is nearly sacrificed to this nutjob, before the mayhem ends on a cheerful note with Lazuli standing next to a goo- goo- eyed princess"	VERB	5	To trip or fall; to walk clumsily.
70	1	But the World Bank effectively is stepping into the breach left by a recalcitrant IMF. Ironically, in an apparent attempt to challenge the U.S .- dominated international debt strategy, Mr. Camdessus -- who usually takes a soft line toward heavily indebted countries -- seems to have put the squabble with the U.S. before Argentina's interests	VERB	6	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
71	1	In the market, he sticks with winning positions no longer than three or four days and tries to bail out of losers in minutes -- hours at most	VERB	4	To cut a piece of wood to be the stick member of a cope-and-stick joint.
72	0	Here in Masaya, supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well- documented incident in March	VERB	16	To apply violent force to someone or something.
73	1	Foreign central bankers like to think that with U.S. economic growth apparently cooling, the Federal Reserve is less compelled to further tighten monetary policy before the November presidential election	VERB	12	To lose heat, to get colder.
74	0	Baseball flourished in certain parts of England and Wales before World War II	VERB	1	To thrive or grow well.
75	0	"In company with Susan Jaffe, Christine Dunham and Leslie Browne, Mikhail Baryshnikov, formerly of Leningrad's Kirov Ballet, and now director of American Ballet Theatre, danced the revised version of Balanchine's sublime "" Apollo "" with a blend of spontaneity and concentration that charged the entire evening with wonder"	VERB	24	To move with rhythmic steps or movements, especially in time to music.
76	1	But the bigger companies' stocks have dragged down the group's performance	VERB	6	To pull along a surface or through a medium, sometimes with difficulty.
77	1	' I'd heard about Powelson from another classicist at the University of Maryland, and then Powelson began to besiege me with letters asking for an invitation, ' Mr. Ambrose says	VERB	18	To beset or surround with armed forces for the purpose of compelling to surrender, to lay siege to, beleaguer.
78	1	Last week, though, some of them were dragged off a train and prevented from traveling to Moscow to meet with President Reagan	VERB	7	To pull along a surface or through a medium, sometimes with difficulty.
79	0	' He will take up my gun when I die, ' the captain says	VERB	9	To stop living; to become dead; to undergo death.
80	0	When a New York magazine confronted Wasserstein Perella with an as- yet- unpublished unflattering story about the new firm, Wasserstein Perella officials suspected First Boston of planting it	VERB	26	To place  in soil or other substrate in order that it may live and grow.
81	1	Seagram must decide by Feb. 9 whether to come up with a higher offer that would knock Grand Met out of the bidding war and frustrate its expansion strategy	VERB	16	To strike for admittance; to rap upon, as a door.
82	0	Oh, for the day when we all drive Yugos to our stagnant jobs, secure in the knowledge that no one will lend us money	VERB	21	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
83	1	But let's be specific and kill off only those programs that aren't working	VERB	5	To put to death; to extinguish the life of.
84	1	Especially for Sen. Gore, who must worry that all the publicity enjoyed by the winners in Iowa and New Hampshire could all but drown him out	VERB	23	To die from suffocation while immersed in water or other fluid.
85	0	British farmers flourish under the EC's Common Agriculture Policy, and its food companies have grown to global giants, in part because of EC markets	VERB	2	To thrive or grow well.
86	0	"' A German, ' said Mr. Bradford, "" is just not going to drink beer out of a can.'"	VERB	13	To consume  through the mouth.
87	1	But concern about inflation stepped up Friday when the Labor Department announced that employment increased strongly in July and that hourly earnings rose at a 6% annual pace	VERB	4	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
88	1	They will eat crow for what they have been saying	VERB	2	To ingest; to be ingested.
89	1	But party leaders' hopes of writing a broadly worded document began to evaporate, as early versions of platform planks were cluttered with specific promises	VERB	12	to transition from a liquid state into a gaseous state
90	0	Like tiny beacons at night, alligators' eyes reflect a brilliant red when struck by a beam of light	VERB	12	To delete or cross out; to scratch or eliminate.
91	0	The plane's landing gear collapsed as it plowed through the soft earth at the end of the runway	VERB	7	Alternative spelling of plough
92	1	The long war over, blacks found that they had little more than the freedom to drown in the white world's misery	VERB	15	To die from suffocation while immersed in water or other fluid.
93	0	U.S. conservatives attacked the accord, but it helps clear the way for an upbeat superpower summit in Moscow at the end of May	VERB	2	To apply violent force to someone or something.
94	1	"The New York Times is already rehabilitating Michael Dukakis as a "" centrist, "" but if that's true why are Democrats now grabbing every reporter in town to whisper, ' Sam Nunn for vice president '"	VERB	22	To grip suddenly; to seize; to clutch.
95	0	A spokesman for the real estate investment trust, which was set up a year ago to lease properties to American Medical International Inc., a health- care concern, said there isn't any immediate plan to fill the chief executive position	VERB	34	To occupy fully, to take up all of.
96	1	"' Ten years ago, it was enough to latch onto something 100% proven, ' says Shoji Kumagai, general manager of technical development at giant Sumitomo Corp. "" Today we have to grab it at the idea stage.'"	VERB	31	To grip suddenly; to seize; to clutch.
97	0	He fills a vacancy created by the resignation of Henry W. Lorin	VERB	1	To occupy fully, to take up all of.
98	0	Meanwhile, though, we may ask what will happen to dance back here, where the facilities Brussels has offered Mr. Morris, including a$ 1.5 million annual budget, are apparently not to be thought of	VERB	9	To move with rhythmic steps or movements, especially in time to music.
99	0	In any case, Mr. Luce pointed out, banks could be more reluctant to lend Texaco money in light of this huge new claim	VERB	13	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
100	1	' Where I live, in Silkstone in Yorkshire, we just had a memorial service as we put up a monument for some kids who were killed underground about 100 years ago -- about 80 kids, three, four, and five years of age, ' she said	VERB	25	To put to death; to extinguish the life of.
101	0	As a result, Mr. Bhirud said, the market may have trouble escaping from its recent trading range	VERB	11	To get free; to free oneself.
102	0	' It can now be examined in more detail if the model for restructuring the aerospace industry will hold water, ' Mr. Reuter said	VERB	5	to observe or inspect carefully or critically
103	1	The sell- off cooled inflation fears, but farm futures prices are now expected to be volatile	VERB	3	To lose heat, to get colder.
104	0	In the West Bank, troops fired on Arab youths, killing at least one	VERB	9	To put to death; to extinguish the life of.
105	0	"Coke is even directly attacking coffee's breakfast appeal with radio ads urging people to drink something cold to come "" alive in the morning.'"	VERB	4	To apply violent force to someone or something.
106	0	While much of the world points to a still- stubborn 8% unemployment rate, and argues that providing jobs for these 2.2 million Germans would create a new consumer demand, German officials insist that flooding the economy with money won't necessarily create jobs	VERB	33	To overflow, as by water from excessive rainfall.
107	1	' By lending for reckless deals, some lenders are helping the borrowers drown themselves, ' asserts Dean Dickie, an attorney specializing in bankruptcy law	VERB	12	To die from suffocation while immersed in water or other fluid.
108	0	"In "" Elephant, "" the suffocating burden of adult responsibility gives way to a moment's memory of childhood joy when a boy could ride carefree on his father's shoulders"	VERB	23	To transport oneself by sitting on and directing a horse, later also a bicycle etc.
109	0	Other investigators say faulty idling valves can make cars surge by suddenly pumping extra air into the engines	VERB	12	To use a pump to move .
110	1	The indictment alleges that Ms. Myerson gave Justice Gabel's daughter a$ 19, 000-a- year city job in exchange for fixing Mr. Capasso's 1985 divorce case	VERB	19	To attach; to affix; to hold in place or at a particular time.
111	0	They subsist on freeze- dried foods, patch their own wounds and sleep on the ground	VERB	11	To rest in a state of reduced consciousness.
112	0	The agreement appears to allow Wilson, a pork processor and producer, to escape the clutches of Doskocil Cos., a Hutchinson, Kan., maker of pizza toppings that has waged an aggressive takeover battle	VERB	12	To get free; to free oneself.
113	1	"' Meese's pudgy shape and face give him no advantage at all, ' but "" Baker looks like someone who has just stepped out of Gentlemen's Quarterly.'"	VERB	22	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
114	1	Nearly 600 entries poured in, and ten finalists were announced recently	VERB	3	To cause  to flow in a stream, either out of a container or into it.
115	0	The amount of the missed payments wasn't disclosed, but Magma said if the payment aren't received within 15 days, existing agreements between the two companies will terminate	VERB	4	To fail to hit.
116	0	The West German Bundesbank's decision to boost its rate on securities repurchase agreements by 0.25 percentage point to a fixed 4.25% rate came as no surprise, traders said, and lent little or no support to the mark against the dollar	VERB	29	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
117	0	Banks have lent small amounts of gold for decades to borrowers such as jewelers, who use gold in their business	VERB	2	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
118	1	Now, do all of them absorb it and grab it	VERB	8	To grip suddenly; to seize; to clutch.
119	0	' We just missed it, ' says a spokeswoman for Newsweek	VERB	3	To fail to hit.
120	0	Futures brokers have seen their wildest business in many years evaporate	VERB	10	to transition from a liquid state into a gaseous state
121	0	In the hallway beyond, the shouts of students changing classes reverberate, reminding Mrs. Black that this soon- to- be mother of two needs an excuse to give her teacher for missing a class	VERB	30	To fail to hit.
122	0	Yamaha is grabbing for prestige more than sales -- Steinway makes 6, 000 pianos a year, compared with Yamaha's nearly 200, 000	VERB	2	To grip suddenly; to seize; to clutch.
123	0	Texas is indeed the most dramatic and scandalous example of S& L managers plowing money into dubious projects, often with less than an arms- length relationship with developers and totally unrealistic estimates of the potential income streams of the commercial and residential buildings they were financing	VERB	13	Alternative spelling of plough
124	0	' We are offering now to free them from their nightmares of security -- we don't want to destroy Israel, we want to coexist	VERB	18	To damage beyond use or repair.
125	0	"Indeed, one imagines her taking almost malicious pleasure in her cleverness at assigning Ms. Oppens to play harpsichord, an instrument she had barely touched before, in the "" Concerto for harpsichord, flute, oboe, clarinet, violin and cello "" that Manuel de Falla wrote for Wanda Landowska in 1923"	VERB	23	Primarily physical senses.
126	0	A federal judge reversed a decision that had given investors an apparent loophole to escape from the arbitration agreements their stockbrokers often require	VERB	14	To get free; to free oneself.
127	0	But the Nazis didn't occupy Hungary, and kill half a million Jews, until 1944	VERB	7	To put to death; to extinguish the life of.
128	1	' I' m quite sure there was someone within the IBM structure that could have just reached in and fixed it.'	VERB	19	To attach; to affix; to hold in place or at a particular time.
129	1	Mr. Icahn is already pouring money into his effort to fight Texaco's plan	VERB	4	To cause  to flow in a stream, either out of a container or into it.
130	0	"In the third "" mansion, "" the lascivious emperor, Diocletian -LRB- Patrick Dupond -RRB-, dances a pas de deux with the youth and then repeats it, almost step for step, with the queen"	VERB	14	To move with rhythmic steps or movements, especially in time to music.
131	0	Among those who drink alcoholic beverages world- wide, 8% consume daily amounts that are damaging to their health and to society	VERB	3	To consume  through the mouth.
132	0	This little romp doesn't miss a cliche	VERB	4	To fail to hit.
133	0	He said banks soon may lower their prime, or base, lending rates, now 8 3 4%	VERB	10	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
134	0	As the two paddled along, a fast- moving motorized water scooter driven by a six- year- old boy plowed into them, killing Mrs. Simpson	VERB	18	Alternative spelling of plough
135	0	You have to build up the equipment to a certain power level, test it, cool it down, then possibly repair it, and it may take months to bring it up again.'	VERB	14	To lose heat, to get colder.
136	1	The Soviet leader gave vent to his criticism of Washington's policies in general toward Moscow, which he described as filled with contradictions	VERB	19	To occupy fully, to take up all of.
137	0	In hearings before Mr. Needelman last August, the lawyers attacked the seeming contradictions between the papers' earlier upbeat statements and ambitious spending, and their more recent statements that the Free Press is failing	VERB	9	To apply violent force to someone or something.
138	1	The protein, called CD4, mimics the virus's natural targets in the body, thus flooding the system with false targets and diverting the virus from its normal course of attack	VERB	13	To overflow, as by water from excessive rainfall.
139	1	' This issue touches all Californians -- it's the biggest economic prop around -- and he's got to deal with it, ' says Mervin Field, the non- partisan California pollster	VERB	3	Primarily physical senses.
140	0	' We believe the person who is working on the line, making our ice cream, filling the pints, is a very important person, ' Mr. Cohen says	VERB	15	To occupy fully, to take up all of.
141	0	Jonathan Kaye, a Boston real estate developer, sometimes takes a portable to his health club to avoid missing important calls	VERB	17	To fail to hit.
142	0	Next it flew them -- in its corporate jet and accompanied by the company's chairman, Joseph Williams -- to Anaheim, Calif., where they spoke to a big cardiologists' meeting	VERB	2	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
143	0	There weren't any American casualties reported, but a U.S. attack helicopter carrying two crew members was missing	VERB	16	To fail to hit.
144	0	I leave her there, pouring out her words into the darkness.'	VERB	4	To cause  to flow in a stream, either out of a container or into it.
145	0	Early last year, the Navy lent two of the planes to the Coast Guard, and two to Customs	VERB	5	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
146	1	Throughout training, Mr. Hynes and his classmates feared above all that they would wash out, or that the war would end, and that they'd miss their chance at fighting the good fight	VERB	24	To fail to hit.
147	1	But Mr. Mulroney is arguing that Canada has escaped the most virulent forms of U.S. protectionism	VERB	8	To get free; to free oneself.
148	1	Mr. Harris says the free- trade agreement gives Canadian steel producers more secure access to the huge U.S. market and reduces the threat of U.S. quotas, which he said almost struck his company four years ago	VERB	30	To delete or cross out; to scratch or eliminate.
149	1	' The Saudis always have been careful about fixing something that isn't broken.'	VERB	8	To attach; to affix; to hold in place or at a particular time.
150	0	Charles Jude, Mr. Nureyev's partner, danced with a youthful resilience that reflected unfavorably on the latter's growing infirmity	VERB	5	To move with rhythmic steps or movements, especially in time to music.
151	1	So, as the team investigating the disaster homed in on two top generals, on May 27 President Zia dissolved the civilian side of the government, alleging the civilians were corrupt and that Pakistan needed more religion	VERB	18	To terminate a union of multiple members actively, as by disbanding.
152	1	"Gillette Co. stepped up its attack on Coniston Partners, a New York investment group seeking four seats on Gillette's board, saying Coniston acts on behalf of "" a web of as yet unidentified and undisclosed investors, "" including foreigners"	VERB	2	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
153	1	In his excitement, he has stumbled into hot- dog territory with naivete, which is characteristic of the big, brash and growing metropolis on the banks of Lake Michigan	VERB	5	To trip or fall; to walk clumsily.
154	1	When the chairman of Santa Fe Southern Pacific Corp. flew into town a few months ago in the corporate jet, a small group of trainmen here knew they had struck a raw nerve	VERB	9	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
155	1	Stories of dog restaurants being shooed from areas tourists frequent filled the foreign press in pre- Olympic days	VERB	10	To occupy fully, to take up all of.
156	0	Whalers, traders and missionaries planted seedlings at settlements scattered along the chain	VERB	4	To place  in soil or other substrate in order that it may live and grow.
157	1	"Beazer PLC said it was "" prepared immediately to negotiate a merger agreement "" with Koppers Co. for$ 60 a share, while stressing that it was formally sticking to its$ 56-a- share tender offer"	VERB	27	To cut a piece of wood to be the stick member of a cope-and-stick joint.
158	1	"Says William Beadle, president of the Better Business Bureau of Utah: "" When greed kicks in, common sense many times just flies right out the window.'"	VERB	14	To strike or hit with the foot or other extremity of the leg.
159	0	The jump in rates in the bond market last week means many lenders will increase fixed mortgage rates further this week	VERB	15	To attach; to affix; to hold in place or at a particular time.
160	0	But the overwhelming mass of Soviet people eat dinner at home, after wasting millions of hours in line buying dreadful food, barely seeing a green vegetable in a state grocery all winter -LRB- although the citrus situation is vastly improved from what it once was -RRB-	VERB	7	To ingest; to be ingested.
161	0	Last year, its news writers division struck for six weeks	VERB	6	To delete or cross out; to scratch or eliminate.
162	0	He has been wrong on interest rates recently, again because he missed the full impact of the declining dollar, and he concedes that bond prices could fall temporarily	VERB	11	To fail to hit.
163	0	It cuts the workweek to 44 hours from 48, guarantees a 50% bonus for all overtime, grants unlimited right to strike, introduces maternity leave of 120 days, suggests paternity leave of five days, and provides new legal protection against arbitrary dismissal	VERB	20	To delete or cross out; to scratch or eliminate.
164	0	But, according to the EC Commission, the GATT panel agreed with the EC's contention that Japan's monitoring has the effect of improperly fixing prices paid by third- country users	VERB	22	To attach; to affix; to hold in place or at a particular time.
165	0	The assailants escaped on a waiting speedboat	VERB	2	To get free; to free oneself.
166	1	James Gatward, Television South's chief executive, said his friendship with MTM chief executive officer, Arthur Price, helped smooth the way for a linkup with the small British company rather than a larger European partner	VERB	17	To make smooth or even.
167	0	That agreement was dissolved after a regulatory challenge, but Seagram ultimately won Martell with an offer valuing the company at 5.25 billion French francs -LRB-$ 820.6 million -RRB-	VERB	3	To terminate a union of multiple members actively, as by disbanding.
168	0	Now, the pock- marked nightspot is crowded with men drinking arak liquor and slapping dominoes and backgammon pieces on rickety tables	VERB	9	To consume  through the mouth.
169	1	At one point, the shark disappears, then roars up from the deep to snatch a big chunk of horsemeat on the surface, the way it might grab an unsuspecting sea lion	VERB	26	To grip suddenly; to seize; to clutch.
170	1	If the charges stick, it could suggest that some concepts of freedom are a bit too broad	VERB	3	To cut a piece of wood to be the stick member of a cope-and-stick joint.
171	0	The picture spans the quarter- century between the mid-'50s and the early' 80s, which gives Ms. Lange the chance to frequently change her hair style, to wear a variety of clothes and to dance the Twist	VERB	33	To move with rhythmic steps or movements, especially in time to music.
